carat,cut,color,clarity,depth,table,price
0.52,Ideal,E,VS2,61.1,55.0,1815
0.37,Ideal,G,VS2,61.5,56.0,649
1.48,Very Good,I,VS2,63.0,58.0,8196
1.4,Good,H,SI2,62.5,57.0,6996
0.33,Premium,G,VVS2,59.5,60.0,752
1.33,Premium,G,SI2,63.0,59.0,6480
0.54,Ideal,D,VS1,61.3,56.0,2378
1.03,Ideal,F,VVS2,61.1,57.0,10049
1.54,Premium,G,VS1,61.9,59.0,13609
0.42,Very Good,H,SI1,62.9,57.0,700
0.94,Very Good,G,VVS1,63.3,57.0,6088
0.51,Very Good,G,VVS2,62.9,57.0,1875
1.52,Ideal,G,VS2,61.1,57.0,12958
0.31,Very Good,G,VVS1,62.1,59.0,816
0.81,Very Good,G,SI2,63.2,60.0,2095
0.54,Ideal,G,SI2,60.4,59.0,1153
0.83,Very Good,D,IF,59.7,53.0,7889
0.74,Premium,E,SI2,62.2,57.0,2002
0.3,Premium,D,SI1,61.0,61.0,709
0.71,Very Good,J,SI1,62.8,57.0,1841
2.0,Premium,H,SI2,61.5,61.0,13134
0.76,Ideal,I,VVS1,62.2,55.0,2753
0.3,Ideal,H,IF,62.1,55.0,1013
0.71,Ideal,E,VS1,60.4,56.0,3238
0.7,Premium,J,SI1,61.3,59.0,1735
0.91,Premium,F,SI2,59.1,60.0,3845
0.27,Ideal,H,VS1,61.6,56.0,480
0.3,Ideal,H,VS2,62.1,56.0,491
1.05,Ideal,I,SI1,62.1,54.0,4679
0.3,Ideal,E,VS2,61.5,55.0,844
2.06,Good,I,VS2,60.2,64.0,15046
0.53,Premium,D,VS2,60.4,58.0,1857
1.04,Very Good,G,VS2,62.8,56.0,6424
1.69,Ideal,F,VS2,62.2,57.0,16789
1.01,Very Good,F,SI1,62.4,60.0,5078
0.33,Good,I,SI1,63.6,57.0,572
0.41,Premium,J,VS1,62.0,55.0,830
1.25,Premium,G,VS1,60.0,61.0,8736
0.46,Premium,I,SI2,61.0,58.0,863
0.7,Fair,I,SI1,62.0,67.0,1848
2.14,Very Good,J,VS2,62.8,57.0,14065
0.3,Very Good,F,IF,62.5,56.0,886
0.31,Ideal,D,SI1,62.2,54.0,565
1.2,Very Good,I,SI1,62.6,57.0,5476
0.46,Very Good,I,VVS1,63.5,57.0,1164
0.31,Ideal,G,IF,62.1,54.0,891
2.11,Very Good,F,SI2,63.5,55.0,18071
0.41,Ideal,F,VS2,61.9,56.0,863
0.32,Ideal,F,VVS2,62.1,54.0,1008
0.45,Ideal,G,VVS2,61.2,56.0,1213
1.51,Good,I,VS1,65.8,57.0,8210
1.04,Premium,F,VS2,59.6,62.0,6278
0.23,Very Good,F,VVS2,59.7,58.0,530
0.33,Ideal,F,VS2,62.3,56.0,666
0.71,Very Good,H,VS2,61.6,60.0,2495
0.91,Very Good,G,SI1,62.8,56.0,4922
0.7,Premium,E,SI1,61.0,56.0,2576
1.02,Very Good,E,SI1,63.2,61.0,5278
1.01,Premium,J,VS2,62.4,60.0,3190
0.82,Very Good,I,SI1,62.3,58.0,2602
0.23,Good,E,VVS2,62.2,60.0,505
0.31,Premium,G,VS1,59.5,59.0,802
1.01,Very Good,F,VS1,59.4,58.0,6439
0.71,Premium,D,VS2,59.2,59.0,3161
1.5,Premium,H,VS2,62.4,59.0,11194
0.31,Premium,E,VS1,61.9,58.0,942
0.42,Premium,G,VS2,60.6,58.0,1087
0.7,Premium,H,VVS2,61.0,62.0,2644
0.31,Ideal,G,VS2,62.4,54.0,698
0.32,Premium,G,VS2,62.6,60.0,561
0.79,Ideal,G,VS1,62.0,56.0,3561
1.07,Ideal,E,SI2,62.4,60.0,5280
1.54,Premium,G,SI1,63.0,59.0,8176
1.01,Fair,H,VS1,67.1,59.0,3676
1.32,Good,E,SI1,63.7,56.0,6830
1.28,Ideal,E,VS1,62.2,55.0,12465
0.58,Ideal,F,SI2,60.9,56.0,1776
0.41,Ideal,E,VVS2,60.9,56.0,1187
2.01,Ideal,G,SI2,61.0,54.0,16922
1.09,Ideal,G,VVS2,61.5,57.0,8970
1.06,Ideal,I,VS2,61.6,57.0,5748
0.26,Premium,E,VVS1,62.9,58.0,769
0.72,Ideal,H,VVS2,60.9,57.0,2869
0.24,Ideal,F,VVS1,62.0,56.0,678
0.71,Very Good,E,VVS2,63.4,58.0,3340
0.3,Ideal,D,SI2,60.2,56.0,574
0.32,Premium,J,VS1,61.9,58.0,421
1.11,Premium,H,VS2,61.1,59.0,6527
0.91,Very Good,H,VS1,61.7,56.0,4066
0.93,Ideal,I,SI2,62.3,57.0,3047
0.52,Ideal,H,IF,62.1,57.0,1956
1.02,Very Good,H,SI2,62.6,60.0,4229
0.33,Ideal,E,VS1,61.1,56.0,850
0.23,Very Good,F,VVS2,61.9,59.0,530
0.23,Very Good,D,VS2,62.9,57.0,402
0.59,Ideal,F,SI1,62.3,54.0,1424
1.13,Ideal,F,SI1,59.7,57.0,5342
1.5,Very Good,D,SI1,63.1,57.0,11863
1.5,Premium,I,SI1,61.8,58.0,8580
0.5,Good,E,SI1,63.7,59.0,1090
0.34,Ideal,F,VS1,61.1,55.0,764
0.3,Ideal,F,VS1,62.2,54.4,652
0.24,Very Good,F,VVS1,62.2,57.0,608
0.31,Ideal,F,VVS1,62.4,55.0,828
0.37,Ideal,D,VS1,61.8,56.0,872
1.7,Premium,I,VS2,60.5,61.0,11369
1.02,Ideal,H,SI2,60.7,57.0,4319
0.32,Very Good,F,VS2,61.0,61.0,645
0.9,Very Good,F,SI2,61.4,62.0,3770
0.57,Premium,G,VVS2,60.2,60.0,2059
0.33,Premium,G,VS2,60.9,56.0,743
1.02,Very Good,E,VS2,60.3,60.0,6103
0.7,Very Good,E,SI1,63.2,61.0,2164
1.11,Premium,F,VVS2,59.2,59.0,9548
1.0,Premium,E,SI2,58.5,61.0,4202
1.65,Ideal,E,SI2,58.7,56.0,8455
0.63,Fair,H,SI2,64.7,61.0,1235
0.5,Ideal,I,VS2,61.9,56.0,1410
0.58,Premium,F,VS2,61.9,57.0,2036
1.02,Premium,F,SI2,62.5,60.0,4541
1.08,Ideal,D,VS2,61.9,58.0,8481
0.5,Premium,F,SI2,58.0,62.0,1031
0.41,Fair,G,VVS2,64.7,56.0,833
2.01,Fair,H,SI2,66.7,56.0,10772
0.58,Ideal,E,VS2,61.7,57.0,1683
1.62,Ideal,H,VS2,61.5,61.0,12542
1.7,Ideal,H,VS2,62.8,55.0,10333
0.62,Ideal,H,IF,60.5,58.0,2501
0.36,Ideal,E,VS1,61.4,56.0,747
1.21,Premium,F,VVS1,63.0,59.0,11175
1.03,Ideal,G,VS1,63.0,56.0,6659
0.3,Premium,E,VS1,61.8,58.0,911
0.57,Ideal,G,VVS2,61.7,56.0,2206
1.01,Premium,H,SI2,61.9,60.0,4242
1.0,Very Good,F,SI2,61.6,61.0,4372
0.7,Ideal,F,SI1,62.6,55.0,2410
0.41,Very Good,F,VS1,63.0,57.0,931
1.77,Premium,J,VS2,59.6,58.0,9428
1.01,Ideal,H,SI1,62.6,55.0,5126
0.9,Good,D,VS2,63.5,61.0,4601
1.01,Ideal,F,SI2,61.3,57.0,3777
0.84,Ideal,J,VS2,60.7,56.0,2376
0.39,Ideal,G,VVS2,62.2,54.0,952
0.56,Ideal,G,VS2,62.0,56.0,1698
0.51,Very Good,G,VS2,62.4,57.0,1438
0.72,Ideal,E,SI2,62.4,57.0,2355
0.52,Ideal,F,VS2,61.8,55.4,1620
1.23,Ideal,H,VVS2,62.0,55.0,8079
0.4,Premium,G,SI1,59.3,59.0,900
0.57,Good,D,SI1,62.2,64.0,1847
1.53,Very Good,E,SI1,62.6,57.0,12386
2.09,Very Good,F,SI2,62.5,60.0,16210
1.5,Very Good,I,VS1,62.7,59.0,9519
0.71,Ideal,G,VS1,61.5,55.0,3431
0.76,Ideal,E,VS2,62.1,56.0,3431
0.55,Ideal,I,IF,60.1,56.0,2098
0.31,Ideal,G,VVS1,62.0,56.0,789
0.58,Very Good,E,SI1,61.5,58.0,1424
0.64,Ideal,D,VVS1,61.8,54.0,4084
1.64,Very Good,J,SI1,62.6,59.0,7739
1.51,Premium,F,VS2,62.1,59.0,13074
0.53,Ideal,F,VS1,62.2,55.0,1812
0.52,Good,G,IF,59.8,57.0,2093
1.5,Very Good,E,SI1,64.0,58.0,11194
0.31,Premium,F,VS2,60.8,60.0,625
1.6,Ideal,H,VS1,61.4,57.0,12681
1.01,Ideal,E,VVS2,60.0,55.0,9310
0.72,Very Good,G,SI1,62.8,59.0,2265
0.42,Ideal,F,VVS1,61.3,56.0,1389
1.86,Premium,H,SI2,62.3,57.0,11520
1.0,Very Good,H,VS2,64.7,56.0,5883
1.01,Premium,H,SI1,60.7,58.0,4771
0.7,Very Good,F,IF,61.5,58.0,3887
1.04,Ideal,G,VS1,61.9,57.0,7655
0.51,Ideal,E,VS2,61.7,53.0,1590
0.28,Ideal,F,IF,62.6,53.0,787
0.9,Good,F,SI1,62.7,58.0,3780
2.1,Ideal,I,SI1,61.6,57.0,12168
1.51,Premium,G,VS2,61.4,58.0,12068
1.71,Premium,I,VS1,60.6,57.0,11246
1.24,Ideal,G,VS2,62.1,56.0,8504
2.21,Premium,I,SI1,61.1,59.0,17714
1.04,Ideal,E,SI1,62.0,57.0,4613
1.22,Ideal,J,VS1,61.5,55.0,5649
0.53,Premium,G,VVS2,60.8,58.0,1914
0.42,Good,D,SI2,63.1,56.0,653
0.32,Very Good,H,VVS2,62.4,56.0,596
0.76,Ideal,G,VS2,61.5,55.0,3183
0.36,Ideal,F,IF,61.7,55.0,1210
0.41,Ideal,I,VVS1,61.7,57.0,875
0.71,Ideal,F,VS1,61.5,56.0,3710
0.63,Premium,E,SI2,58.5,61.0,1775
0.41,Ideal,G,IF,62.3,55.0,1367
0.72,Ideal,H,VS1,61.1,57.0,2961
0.4,Ideal,G,VVS1,61.8,56.0,1097
1.01,Ideal,J,VS2,61.3,57.0,4486
0.36,Ideal,D,SI1,62.1,56.0,851
0.27,Very Good,D,VS2,63.0,57.0,419
0.52,Good,F,VS1,64.2,58.0,1841
0.78,Very Good,D,SI1,62.4,58.0,2945
0.8,Very Good,F,SI2,61.0,57.0,2772
0.35,Very Good,G,VS1,60.7,61.0,706
0.33,Ideal,E,VS2,60.3,57.0,928
0.52,Very Good,H,SI1,59.3,59.0,1175
0.3,Ideal,H,SI1,61.9,54.0,514
0.5,Premium,E,VS1,62.2,58.0,1675
0.34,Ideal,F,VS1,60.9,57.0,723
0.53,Ideal,D,SI1,61.7,56.0,1753
0.71,Good,I,SI1,62.6,63.0,1788
0.33,Very Good,H,IF,61.7,55.0,795
0.55,Very Good,F,SI1,63.3,58.0,1449
0.32,Ideal,G,VS1,60.7,56.0,773
1.27,Premium,F,VVS2,61.3,60.0,11797
1.09,Very Good,D,IF,61.7,58.0,18231
1.03,Ideal,G,VS1,60.8,57.0,7587
0.91,Ideal,J,VVS2,60.2,57.0,3826
0.34,Very Good,E,SI1,63.4,55.0,714
2.0,Premium,D,SI2,61.6,59.0,17674
0.9,Ideal,E,VS2,62.7,56.0,4770
0.8,Very Good,F,SI1,63.9,56.0,3013
0.3,Premium,G,VS1,62.9,58.0,776
0.7,Very Good,E,SI1,63.2,57.0,2518
0.8,Ideal,H,SI1,61.0,57.0,2818
0.41,Premium,F,VVS2,60.6,58.0,1115
0.41,Premium,E,SI2,61.9,55.0,876
2.28,Ideal,J,SI1,61.6,57.0,12755
0.72,Very Good,F,SI1,63.4,58.0,2670
1.05,Premium,E,SI2,62.2,59.0,3886
0.46,Ideal,H,SI1,61.2,56.0,1299
1.0,Fair,H,SI2,67.7,60.0,2875
1.3,Ideal,I,VS1,62.1,57.0,6806
1.27,Very Good,H,VS2,62.6,57.0,7715
1.25,Premium,H,VS1,62.0,59.0,8099
1.01,Premium,E,SI2,62.6,57.0,4751
0.5,Ideal,F,SI2,61.7,55.0,1080
0.62,Premium,E,VS1,62.2,58.0,2196
0.53,Ideal,D,SI1,61.6,56.0,1621
0.5,Very Good,D,VS2,63.4,57.0,1758
0.73,Premium,G,VS1,61.5,58.0,2770
0.53,Good,I,SI1,61.3,62.0,1033
2.01,Ideal,J,SI1,62.1,56.0,12048
1.0,Premium,I,SI2,62.6,56.0,3830
0.31,Good,G,VVS2,63.3,57.0,707
0.33,Ideal,I,IF,61.1,56.0,675
0.57,Premium,E,VS2,62.2,59.0,2274
1.2,Premium,H,VS2,60.6,58.0,6666
0.3,Ideal,F,VS2,62.0,54.0,605
0.31,Ideal,G,VVS2,62.7,57.0,660
0.26,Very Good,H,VVS2,63.3,58.0,600
0.31,Ideal,H,VS2,62.0,57.0,628
0.9,Very Good,H,VS1,62.7,57.0,4136
0.3,Ideal,E,VS2,61.8,56.0,844
0.34,Ideal,G,VS2,61.4,57.0,765
1.17,Ideal,H,IF,61.0,53.0,8266
0.3,Premium,H,SI2,61.9,60.0,485
1.54,Ideal,G,VVS1,61.4,56.0,18294
1.08,Ideal,H,VS1,62.0,55.0,6562
1.09,Premium,E,SI2,60.1,62.0,4102
0.3,Very Good,D,VS2,62.9,59.0,710
1.04,Ideal,G,VS2,62.5,57.0,6589
1.21,Ideal,E,SI1,62.2,54.1,7231
0.4,Very Good,E,VVS2,63.5,54.0,1017
0.24,Very Good,D,VS1,62.2,58.0,419
2.15,Ideal,I,SI1,60.9,56.0,13006
1.12,Premium,I,VS1,59.6,58.0,4987
1.55,Premium,H,VS1,58.4,61.0,9041
0.41,Premium,G,SI1,61.3,60.0,719
2.16,Ideal,J,VS1,61.4,55.0,18462
1.04,Ideal,F,SI2,62.2,56.0,4797
0.33,Ideal,H,VVS2,61.9,57.0,666
0.44,Ideal,G,VVS1,62.0,54.0,1160
1.3,Premium,F,VS1,62.0,58.0,11130
0.57,Very Good,G,SI1,61.1,57.0,1433
0.23,Very Good,E,VVS1,61.4,60.0,472
0.7,Fair,G,I1,65.2,58.0,956
0.51,Ideal,F,VVS2,62.2,57.0,2083
0.33,Ideal,E,VS2,62.5,55.0,792
0.38,Good,I,SI1,63.7,57.0,529
0.3,Ideal,D,VS2,61.9,57.0,911
0.3,Ideal,I,VVS2,62.2,56.0,515
0.5,Ideal,E,VS2,60.0,57.0,1746
0.31,Very Good,I,VS2,61.6,56.0,468
0.7,Very Good,F,SI1,61.8,58.0,2230
0.32,Ideal,H,VS2,61.3,56.0,523
0.4,Premium,G,SI1,62.0,59.0,702
2.15,Ideal,G,SI2,62.6,54.0,18791
0.56,Premium,D,SI1,61.9,58.0,1814
0.37,Very Good,G,IF,61.8,56.0,1003
0.38,Ideal,E,VS1,62.2,54.0,1211
0.73,Premium,E,SI1,61.8,59.0,2510
2.02,Premium,H,SI2,59.9,55.0,15996
0.55,Ideal,G,VVS2,62.2,54.0,1916
1.2,Ideal,G,VS1,62.4,57.0,8545
1.09,Ideal,D,VVS2,61.3,57.0,12185
0.51,Ideal,D,VS2,62.7,55.0,1787
0.3,Good,H,VVS1,63.4,55.0,684
0.5,Ideal,E,SI1,60.1,57.0,1410
1.01,Ideal,G,VS2,61.9,56.0,7179
0.32,Premium,G,VS2,62.1,60.0,561
0.28,Very Good,F,IF,62.2,55.0,612
1.13,Very Good,D,VS2,62.9,58.0,8561
1.02,Ideal,D,VVS2,61.0,56.0,11765
0.43,Premium,D,SI2,62.6,58.0,716
1.59,Fair,I,SI2,65.2,58.0,7080
0.5,Very Good,E,VVS2,60.9,59.0,2003
0.27,Very Good,H,VVS1,61.2,57.0,504
0.34,Premium,F,SI2,60.0,62.0,574
0.52,Very Good,E,SI2,62.9,56.0,1200
0.31,Premium,E,SI2,61.2,61.0,558
0.3,Ideal,G,SI2,61.8,57.0,422
2.0,Premium,H,SI2,60.7,60.0,15451
0.4,Premium,D,SI1,61.1,58.0,990
1.08,Ideal,J,SI1,62.1,55.0,4633
0.44,Ideal,E,VS2,61.5,56.0,1003
1.02,Good,D,SI2,64.1,58.0,4459
0.58,Ideal,E,VS2,62.3,54.0,1809
1.07,Premium,G,VS2,62.1,58.0,6355
1.64,Very Good,E,SI1,61.8,59.0,12779
0.4,Ideal,D,VVS2,61.9,56.0,1323
0.72,Premium,G,VVS2,61.6,58.0,2720
0.42,Ideal,F,VS1,61.4,57.0,1031
0.9,Premium,J,SI1,60.9,61.0,2873
0.53,Premium,D,SI1,61.0,58.0,1631
1.13,Premium,F,IF,60.0,58.0,12543
0.58,Ideal,F,VS1,60.4,57.0,2245
0.91,Very Good,E,SI1,62.1,60.0,4284
0.32,Premium,H,VS1,61.6,59.0,524
2.02,Very Good,F,SI1,60.1,60.0,17658
0.92,Ideal,D,SI1,62.2,56.0,4561
0.54,Ideal,I,VS1,62.3,57.0,1452
1.08,Ideal,J,VS2,62.3,56.0,4093
0.26,Premium,F,VS1,59.5,58.0,452
1.01,Premium,E,SI1,62.9,60.0,5599
0.32,Ideal,G,VS2,61.8,55.0,561
0.32,Ideal,F,VS1,61.3,56.0,702
0.42,Ideal,D,VS1,61.8,56.0,1132
1.0,Fair,H,VS1,64.1,60.0,4732
1.18,Ideal,D,I1,61.5,62.0,3886
0.6,Very Good,F,VVS1,61.2,58.0,3333
0.65,Ideal,H,VVS2,61.6,58.0,2210
0.74,Ideal,G,VS2,62.9,54.0,2723
2.5,Premium,H,I1,59.9,60.0,8467
0.39,Ideal,E,I1,62.8,57.0,655
0.91,Ideal,E,SI2,61.8,53.0,3723
0.6,Ideal,D,VS1,61.9,54.9,2527
0.56,Ideal,E,VS1,61.6,56.0,1773
0.27,Very Good,F,VVS2,61.8,57.0,682
1.01,Fair,F,SI2,65.3,59.0,4317
0.3,Ideal,E,VS2,62.4,57.0,844
0.41,Ideal,G,SI2,62.1,53.6,659
0.38,Ideal,G,VS1,62.5,56.0,800
0.34,Ideal,D,VS1,60.7,57.0,961
2.01,Premium,I,SI2,62.1,60.0,9658
1.2,Good,G,SI2,63.6,54.0,5049
1.2,Ideal,G,VVS1,61.2,56.0,9570
0.92,Premium,H,SI1,59.0,59.0,3709
2.7,Very Good,H,SI2,63.1,56.0,14341
0.38,Ideal,I,SI1,61.6,57.0,626
0.54,Ideal,G,VVS1,62.0,57.0,2030
0.71,Premium,D,SI1,58.1,61.0,2249
0.53,Very Good,E,VVS2,62.3,55.0,2280
0.32,Premium,E,SI1,62.8,57.0,720
1.01,Very Good,D,SI2,61.9,58.0,4727
1.03,Premium,H,VS2,61.6,61.0,5364
0.7,Premium,J,VS1,62.0,58.0,1657
0.3,Ideal,E,VVS1,62.5,57.0,862
0.59,Ideal,E,SI1,61.7,56.0,1633
0.72,Good,E,SI1,63.9,58.0,2305
0.31,Very Good,G,IF,60.8,56.0,878
2.04,Premium,H,SI2,60.8,58.0,14945
0.41,Very Good,D,VS2,61.7,54.0,939
0.9,Premium,G,SI1,60.6,61.0,3407
0.71,Premium,H,SI2,60.5,60.0,2224
1.02,Very Good,H,SI1,62.8,58.0,4932
1.09,Ideal,G,VVS2,61.2,57.0,8295
0.31,Premium,E,VS2,62.6,58.0,872
0.5,Very Good,F,SI1,61.4,57.0,1295
1.31,Very Good,I,SI1,62.6,59.0,6686
2.01,Premium,H,SI2,61.5,59.0,11635
0.3,Ideal,G,VS2,62.3,58.0,545
1.12,Good,I,VS2,63.8,55.0,4853
0.66,Good,G,VS1,61.6,61.0,2139
0.31,Ideal,G,VVS1,60.2,58.0,676
0.7,Very Good,I,I1,63.2,59.0,1235
0.28,Ideal,F,IF,61.9,56.0,787
0.33,Premium,H,VS1,61.9,58.0,579
1.24,Ideal,E,VS2,62.0,57.0,9240
0.4,Good,G,VS2,63.5,56.0,807
0.52,Ideal,E,SI1,61.4,57.0,1330
0.61,Ideal,D,VVS1,62.1,56.0,4279
1.52,Premium,I,VS2,59.0,59.0,9057
0.35,Ideal,D,SI1,62.7,56.0,644
0.93,Premium,D,SI2,62.6,57.0,4140
0.37,Ideal,H,IF,61.7,53.0,936
1.01,Good,H,SI1,63.4,58.0,4559
1.01,Very Good,G,SI1,62.0,63.0,3137
1.23,Premium,J,VS2,62.9,59.0,4986
1.0,Premium,E,SI2,61.0,62.0,4200
0.7,Ideal,H,SI1,61.9,57.0,2107
0.37,Premium,H,VS1,60.9,60.0,649
0.55,Very Good,F,VS2,61.7,56.0,1692
1.28,Premium,H,VS2,61.2,60.0,7098
2.1,Premium,E,SI2,62.9,59.0,16783
1.0,Good,E,SI1,60.4,61.0,4916
0.71,Premium,E,SI1,61.8,59.0,2792
1.32,Ideal,I,SI1,62.0,57.0,7162
1.06,Premium,H,VS2,62.0,58.0,5889
1.3,Premium,J,SI1,61.9,56.0,5569
1.02,Premium,F,SI1,61.4,58.0,5369
0.52,Premium,D,VS2,62.4,58.0,1842
0.43,Very Good,E,VS1,61.3,56.0,890
0.72,Good,I,VS2,63.3,59.0,2068
0.53,Ideal,E,VVS1,61.9,55.0,2821
1.04,Premium,H,VS2,58.7,62.0,4477
0.3,Very Good,H,VVS1,62.6,56.0,638
1.22,Very Good,E,SI2,63.3,56.0,5739
0.71,Very Good,F,VS2,63.0,54.0,3323
1.23,Ideal,H,VS2,61.7,56.0,7687
0.31,Premium,G,SI1,62.4,55.0,593
1.0,Premium,D,VS2,59.8,58.0,7392
0.33,Ideal,G,IF,61.8,54.0,946
1.5,Ideal,I,SI1,62.1,55.0,8685
0.26,Ideal,F,VVS2,61.6,57.0,599
0.71,Premium,F,VS1,61.8,59.0,2765
0.62,Ideal,F,SI2,61.8,55.0,1364
0.9,Good,G,VS2,63.6,58.0,4269
0.5,Premium,F,VS2,60.9,58.0,1436
0.78,Very Good,E,VVS1,61.3,60.0,4904
0.35,Premium,I,VS1,61.1,60.0,709
1.01,Ideal,F,VS1,60.7,57.0,7792
0.33,Ideal,H,VS2,60.7,57.0,668
1.04,Very Good,D,VS1,62.3,59.0,8192
0.78,Ideal,G,VS2,62.6,57.0,3325
0.4,Good,E,SI2,64.2,57.0,617
0.31,Ideal,E,VS1,61.1,54.0,692
0.5,Premium,H,VS1,62.7,59.0,1253
0.3,Ideal,D,VS2,62.5,55.0,911
1.01,Fair,F,SI1,57.9,57.0,5144
0.92,Ideal,E,SI2,62.2,56.0,4011
0.38,Premium,E,VS1,60.7,59.0,1069
0.71,Premium,D,VS2,62.7,58.0,2683
0.38,Ideal,F,SI1,61.8,55.0,640
1.24,Premium,I,VS2,61.2,58.0,4858
0.93,Premium,H,VS2,61.0,60.0,4050
0.26,Very Good,E,VS2,60.4,58.0,452
0.91,Very Good,I,SI1,62.8,57.0,3703
1.18,Ideal,E,VS1,62.4,54.0,9709
1.2,Fair,I,I1,66.2,55.0,3011
0.91,Fair,F,VS2,66.8,58.0,3837
1.2,Ideal,F,VS1,62.1,58.0,10367
2.0,Very Good,E,SI2,63.1,53.0,16380
1.13,Ideal,E,SI2,62.2,56.0,5457
2.03,Good,J,VVS2,63.2,60.0,15898
2.35,Premium,I,SI2,61.1,58.0,17294
0.32,Very Good,G,SI1,60.9,58.0,477
0.43,Very Good,F,SI1,62.5,56.0,792
1.25,Ideal,H,SI1,62.0,58.0,7423
0.54,Ideal,D,VS2,61.1,57.0,1993
0.62,Very Good,F,VS2,59.5,63.0,1832
0.24,Good,F,VS1,60.8,64.0,373
0.93,Ideal,D,SI1,61.6,57.0,4724
1.0,Good,D,SI2,64.0,59.0,3569
0.9,Very Good,G,SI2,60.9,56.0,3581
0.83,Ideal,I,SI1,61.9,57.0,3314
0.4,Ideal,I,VVS1,61.4,58.0,790
0.57,Ideal,F,VVS2,61.5,57.0,2360
1.0,Good,F,VS2,64.2,58.0,5606
0.73,Ideal,E,SI1,59.1,59.0,2846
1.57,Premium,I,SI2,60.9,58.0,7484
0.23,Good,F,VS2,63.8,57.0,447
0.53,Ideal,F,VVS1,60.9,57.0,2830
0.8,Very Good,H,VS1,60.9,57.0,3273
0.34,Premium,I,SI1,62.7,58.0,447
0.3,Ideal,D,SI1,61.9,55.0,524
0.4,Very Good,G,SI2,63.4,59.0,765
0.33,Ideal,G,VVS1,62.0,55.0,838
0.35,Very Good,E,VS2,60.2,60.0,669
1.51,Ideal,E,VS1,62.2,57.0,17649
1.03,Ideal,F,SI2,60.9,56.0,4891
0.55,Ideal,G,VS2,61.4,56.3,1662
1.31,Premium,I,VS2,61.9,59.0,6438
0.9,Premium,H,VS2,60.4,59.0,4321
0.41,Premium,I,VVS2,62.1,58.0,1061
0.33,Ideal,H,VVS1,61.8,55.0,713
0.32,Ideal,F,VS2,62.3,56.0,645
1.01,Good,G,VVS2,58.2,55.0,7306
1.11,Very Good,G,VS2,62.3,58.0,6311
0.33,Premium,D,VVS1,61.8,58.0,1129
0.31,Ideal,E,SI1,61.5,55.0,547
1.0,Fair,H,SI2,67.8,53.0,2530
0.43,Ideal,I,SI1,62.2,54.0,670
1.14,Fair,G,VS1,57.5,67.0,6381
0.31,Good,D,SI1,63.8,57.0,533
1.01,Good,F,SI2,63.6,59.0,4121
0.39,Very Good,I,VS2,60.1,57.0,679
1.03,Ideal,F,VS1,62.3,57.0,8133
1.19,Good,I,SI1,63.7,57.2,5236
1.05,Good,I,VS2,64.3,55.0,4550
0.32,Premium,G,VS2,61.0,59.0,720
0.38,Premium,I,SI2,60.0,59.0,641
0.81,Premium,F,SI1,59.4,60.0,2403
0.79,Ideal,F,VVS1,61.5,55.0,4858
0.31,Ideal,D,VS1,61.6,55.0,713
0.95,Very Good,G,VS1,61.7,58.0,5111
0.3,Ideal,F,VVS1,61.7,58.0,814
1.0,Good,G,SI2,63.4,60.0,3676
0.3,Ideal,G,VVS1,61.7,57.0,878
1.1,Ideal,H,SI1,62.0,57.0,5370
0.31,Good,F,VS2,63.6,54.0,749
0.36,Ideal,I,VS2,61.6,55.0,523
0.3,Premium,H,VS1,60.0,60.0,576
0.7,Premium,E,VS2,61.4,59.0,2858
0.9,Fair,E,SI2,64.5,55.0,3084
0.89,Fair,G,SI2,58.9,66.0,2579
0.72,Ideal,H,VS1,61.8,55.0,3167
0.35,Ideal,H,VVS1,62.0,53.9,743
2.01,Good,I,SI1,59.4,63.0,14597
0.58,Very Good,J,VS2,62.8,57.0,1090
0.7,Ideal,G,SI1,61.9,57.0,2352
0.33,Premium,F,VS2,62.2,58.0,854
1.5,Premium,F,VS1,62.2,60.0,15708
0.91,Premium,F,SI2,63.0,59.0,3346
0.32,Ideal,G,VS2,62.1,56.0,524
0.7,Ideal,D,VS2,61.5,56.0,3129
1.61,Premium,H,SI1,62.8,58.0,7754
0.34,Premium,F,VS2,62.9,58.0,880
0.5,Very Good,E,VS2,62.9,59.0,1624
0.28,Ideal,G,IF,61.5,57.0,650
1.02,Premium,D,SI2,60.3,58.0,4718
1.7,Ideal,H,SI2,62.1,57.0,7273
1.59,Very Good,E,SI2,61.1,57.0,8994
0.47,Good,E,VVS1,65.2,56.0,1613
0.7,Premium,F,SI1,59.9,58.0,2306
0.3,Ideal,D,SI1,62.1,56.0,552
0.3,Ideal,F,IF,62.1,57.0,886
1.15,Ideal,D,SI2,61.7,57.0,5891
0.23,Very Good,E,VVS1,61.2,57.0,478
0.82,Very Good,G,IF,61.9,57.0,4844
0.31,Premium,E,SI1,58.3,60.0,698
0.36,Ideal,I,VVS1,61.7,56.0,824
1.18,Ideal,H,SI2,61.2,57.0,5182
2.24,Ideal,J,VS2,61.8,54.0,15316
1.0,Very Good,G,VS1,62.4,60.0,6263
0.31,Ideal,F,IF,61.9,54.0,914
1.01,Good,E,SI1,63.4,60.0,5132
0.7,Fair,F,SI2,64.9,58.0,2035
0.28,Premium,H,VVS1,61.5,58.0,646
0.81,Premium,H,SI2,61.6,62.0,2313
0.3,Ideal,G,VVS1,61.7,55.0,1013
0.7,Very Good,H,SI2,63.4,55.0,2094
1.01,Very Good,E,SI2,63.5,55.0,4363
